id,title,genres,averageRating,numVotes,releaseYear
tt7745956,"She-Ra and the Princesses of Power","Action, Adventure, Animation",8.1,19998,2018
tt7157248,"The New Pope",Drama,8.1,18937,2020
tt5339440,"One Day at a Time","Comedy, Drama",8.1,18716,2017
tt1833285,Boss,"Crime, Drama",8.1,18487,2011
tt0500092,"Serial Experiments Lain","Animation, Drama, Horror",8.1,18399,1998
tt1366312,Emma,"Comedy, Drama, Romance",8.1,18315,2009
tt10314462,"Zoey's Extraordinary Playlist","Comedy, Drama, Musical",8.1,18226,2020
tt0115378,"Superman: The Animated Series","Action, Adventure, Animation",8.1,18195,1996
tt9054364,"That Time I Got Reincarnated as a Slime","Action, Adventure, Animation",8.1,17199,2018
tt11228748,"The King: Eternal Monarch","Fantasy, Mystery, Romance",8.1,17087,2020
tt3305096,Galavant,"Adventure, Comedy, Fantasy",8.1,16826,2015
tt0080274,Shogun,"Adventure, Drama, History",8.1,16562,1980
tt1913273,"Anohana: The Flower We Saw That Day","Adventure, Animation, Drama",8.1,16447,2011
tt1515193,"The Big C","Comedy, Drama",8.1,15996,2010
tt13911284,"Hell's Paradise: Jigokuraku","Action, Adventure, Animation",8.1,15964,2023
tt0063951,"Sesame Street","Adventure, Animation, Family",8.1,15817,1969
tt26737616,Pluto,"Action, Animation, Drama",8.1,15012,2023
tt26315487,Bloodhounds,"Action, Crime, Drama",8.1,14914,2023
tt22373148,"Karm Yuddh",Drama,8.1,14874,2022
tt8324422,PEN15,Comedy,8.1,14668,2019
tt14479078,Candy,Thriller,8.1,14625,2021
tt10220588,"Hotel Del Luna","Action, Comedy, Drama",8.1,14563,2019
tt0805661,"The Black Donnellys","Crime, Drama",8.1,14438,2007
tt11822998,"The Trials of Gabriel Fernandez","Crime, Documentary",8.1,14182,2020
tt3556920,"Wolf Hall","Biography, Drama, History",8.1,13536,2015
tt5766194,"Legend of the Blue Sea","Comedy, Drama, Fantasy",8.1,13476,2016
tt13304700,Snowdrop,"Crime, Drama, Romance",8.1,13119,2021
tt22297578,Cat,"Crime, Drama, Thriller",8.1,13082,2022
tt4731072,"Food Wars: Shokugeki no Soma","Animation, Comedy, Drama",8.1,13003,2015
tt1086191,Outnumbered,"Comedy, Drama",8.1,12509,2007
tt8523042,Vagabond,"Action, Mystery, Thriller",8.1,12340,2019
tt11147852,Dorohedoro,"Action, Animation, Comedy",8.1,12269,2020
tt0088583,"North & South: Book 1, North & South","Drama, History, Romance",8.1,12156,1985
tt23037654,"Khakee: The Bihar Chapter","Action, Crime, Drama",8.1,12089,2022
tt16227240,"The Great Weddings of Munnes","Comedy, Drama",8.1,12052,2022
tt12759100,"Somebody Somewhere","Comedy, Drama",8.1,12039,2022
tt18228732,"Colin from Accounts","Comedy, Drama, Romance",8.1,11929,2022
tt1008108,"Ashes to Ashes","Crime, Drama, Fantasy",8.1,11417,2008
tt16447750,Maestro,"Crime, Drama, Mystery",8.1,11004,2022
tt6078096,"High Maintenance","Comedy, Drama",8.1,10847,2016
tt4343334,"For My Son","Action, Adventure, Comedy",8.1,10391,2015
tt7889220,"Dirty Money","Crime, Documentary",8.1,10341,2018
tt1973692,Rita,"Comedy, Drama",8.1,10321,2012
tt8026448,"Tacoma FD",Comedy,8.1,10259,2019
tt11761194,"Power Book IV: Force","Crime, Drama",8.1,10205,2022
tt21916016,Tanaav,"Action, Crime, Drama",8.1,10175,2022
tt6824234,"Fight for My Way","Comedy, Romance",8.1,10127,2017
tt2582590,Vicious,Comedy,8.1,10109,2013
tt5580664,"Voltron: Legendary Defender","Action, Adventure, Animation",8.1,10010,2016
tt5180504,"The Witcher","Action, Adventure, Drama",8,583184,2019
tt10919420,"Squid Game","Action, Drama, Mystery",8,573410,2021
tt4052886,Lucifer,"Crime, Drama, Fantasy",8,365454,2016
tt1844624,"American Horror Story","Drama, Horror, Sci-Fi",8,349977,2011
tt2372162,"Orange Is the New Black","Comedy, Crime, Drama",8,324454,2013
tt9288030,Reacher,"Action, Crime, Drama",8,227762,2022
tt6257970,"The End of the F***ing World","Adventure, Comedy, Crime",8,227639,2017
tt13406094,"The White Lotus","Comedy, Drama",8,222164,2021
tt5057054,"Tom Clancy's Jack Ryan","Action, Drama, Thriller",8,179848,2018
tt7493974,Bodyguard,"Crime, Drama, Thriller",8,153701,2018
tt14403178,Beef,"Comedy, Drama",8,143749,2023
tt13210838,"The Gentlemen","Action, Comedy, Crime",8,142862,2024
tt1235099,"Lie to Me","Crime, Drama, Mystery",8,129821,2009
tt2649356,"Sharp Objects","Crime, Drama, Mystery",8,124254,2018
tt6470478,"The Good Doctor",Drama,8,119301,2017
tt1869454,"Good Omens","Comedy, Drama, Fantasy",8,115969,2019
tt14164730,"Dexter: New Blood","Crime, Drama, Mystery",8,108026,2021
tt1399664,"The Night Manager","Crime, Drama, Mystery",8,106619,2016
tt5691552,"The Orville","Adventure, Comedy, Drama",8,102454,2017
tt9815454,Unorthodox,Drama,8,94282,2020
tt7587890,"The Rookie","Action, Crime, Drama",8,83785,2018
tt16358384,"Tulsa King","Crime, Drama",8,82390,2022
tt2189461,"Marco Polo","Action, Adventure, Drama",8,80236,2014
tt0810788,"Burn Notice","Action, Crime, Drama",8,80142,2007
tt15677150,Shrinking,"Comedy, Drama",8,76554,2023
tt12411074,Paranormal,"Drama, Fantasy, Horror",8,74758,2020
tt2261391,"Chicago Fire","Action, Drama",8,66766,2012
tt5651844,Travelers,"Drama, Mystery, Sci-Fi",8,66691,2016
tt11318602,"Don't F**k with Cats: Hunting an Internet Killer","Crime, Documentary, Mystery",8,64343,2019
tt0083399,Cheers,"Comedy, Drama",8,63576,1982
tt17491088,"The Diplomat","Comedy, Drama, Thriller",8,62516,2023
tt0072562,"Saturday Night Live","Comedy, Music",8,53753,1975
tt5770786,GLOW,"Comedy, Drama, Sport",8,51584,2017
tt7817340,"New Amsterdam",Drama,8,51459,2018
tt7661390,"Gangs of London","Action, Crime, Drama",8,42862,2020
tt4326894,"F Is for Family","Animation, Comedy, Drama",8,42019,2015
tt2712740,"The Goldbergs",Comedy,8,41798,2013
tt0084988,Blackadder,Comedy,8,41702,1982
tt5011816,"Sneaky Pete","Comedy, Crime, Drama",8,41552,2015
tt4406178,"The Gilded Age",Drama,8,40023,2022
tt9244578,"Rise of Empires: Ottoman","Documentary, Drama, History",8,37276,2020
tt6873658,"The Mechanism","Crime, Drama, Thriller",8,36798,2018
tt0092345,DuckTales,"Action, Adventure, Animation",8,35686,1987
tt1064899,"Queen of the South","Action, Crime, Drama",8,35172,2016
tt26933824,"Nobody Wants This",Comedy,8,33638,2024
tt1453159,"The Pillars of the Earth","Drama, Romance, Thriller",8,33594,2010
tt6586318,"Patrick Melrose",Drama,8,33304,2018
tt3766376,"Vice Principals",Comedy,8,32732,2016
tt4643084,Counterpart,"Drama, Sci-Fi, Thriller",8,31885,2017
tt4258440,River,"Crime, Drama, Mystery",8,27948,2015
tt0096708,"Tales from the Crypt","Comedy, Crime, Fantasy",8,27768,1989
tt5607616,"Re: Zero - Starting Life in Another World","Adventure, Animation, Drama",8,26850,2016
tt6792200,"The Keepers","Crime, Documentary, Mystery",8,25734,2017
tt1001482,"United States of Tara","Comedy, Drama, Romance",8,25506,2009
tt3561180,Trapped,"Crime, Drama, Mystery",8,25447,2015
tt0086817,"The Transformers","Action, Adventure, Animation",8,24114,1984
tt8201186,"The Capture","Crime, Mystery, Thriller",8,24047,2019
tt0370194,"Reno 911!","Comedy, Crime",8,23615,2003
tt4051832,Lovesick,Comedy,8,23131,2014
tt10166602,"Love, Victor","Comedy, Drama, Romance",8,22720,2020
tt27713897,Arnold,"Biography, Documentary",8,22689,2023
tt10050772,"I Think You Should Leave with Tim Robinson",Comedy,8,22371,2019
tt0057729,"The Addams Family","Comedy, Family, Horror",8,22336,1964
tt3837246,"Assassination Classroom","Action, Animation, Comedy",8,22174,2013
tt2521668,"The Returned","Drama, Fantasy, Horror",8,21510,2012
tt7375404,Kidding,"Comedy, Drama",8,20446,2018
tt8242904,"What's Wrong with Secretary Kim","Comedy, Mystery, Romance",8,20259,2018
tt0377260,Shameless,"Comedy, Crime, Drama",8,19048,2004
tt0108783,Gargoyles,"Action, Adventure, Animation",8,19016,1994
tt0241088,"Da Ali G Show",Comedy,8,18465,2000
tt8993398,"Rascal Does Not Dream of Bunny Girl Senpai","Animation, Drama, Fantasy",8,18092,2018
tt6474236,"The Looming Tower","Drama, History",8,18089,2018
tt0112095,NewsRadio,"Comedy, Romance",8,17738,1995
tt4384086,"Life in Pieces",Comedy,8,17672,2015
tt13274038,"True Beauty","Comedy, Drama, Romance",8,17132,2020
tt7649694,Ramy,"Comedy, Drama, Romance",8,16914,2019
tt28681409,"Ranneeti: Balakot & Beyond",Action,8,16730,2024
tt13103134,Horimiya,"Animation, Comedy, Drama",8,16664,2021
tt15765670,"My Dress-Up Darling","Animation, Comedy, Romance",8,16062,2022
tt13444408,Kin,"Crime, Drama",8,16039,2021
tt0108981,"The Vicar of Dibley",Comedy,8,15855,1994
tt12867810,Start-Up,"Comedy, Drama, Romance",8,15828,2020
tt0985344,Claymore,"Action, Adventure, Animation",8,15632,2007
tt4445154,"Deutschland 83","Drama, Romance, Thriller",8,15299,2015
tt5797194,W,"Action, Comedy, Drama",8,14955,2016
tt3829868,"Looking for Alaska","Drama, Romance",8,14921,2019
tt0433722,"Paranoia Agent","Animation, Drama, Horror",8,14831,2004
tt2980696,Quarry,"Crime, Drama, Thriller",8,14611,2016
tt2548418,"Jonathan Strange & Mr Norrell","Fantasy, War",8,14202,2015
tt18926162,Tomorrow,"Action, Comedy, Drama",8,13942,2022
tt2314952,"Comedians in Cars Getting Coffee","Comedy, Family, Talk-Show",8,13760,2012
tt15282746,"Drops of God",Drama,8,13577,2023
tt9778022,Abhay,"Crime, Thriller",8,13563,2019
tt4452630,"Code Black",Drama,8,13525,2015
tt10982034,Trying,"Comedy, Drama, Romance",8,13385,2020
tt0847150,"Sense & Sensibility","Drama, Romance",8,13255,2008
tt20285780,"The Artful Dodger","Crime, Drama, History",8,13236,2023
tt0115270,Millennium,"Crime, Drama, Horror",8,12569,1996
tt13273826,"The Uncanny Counter","Action, Fantasy, Horror",8,12344,2020
tt4877736,BrainDead,"Comedy, Drama, Horror",8,12261,2016
tt0294097,"Harvey Birdman, Attorney at Law","Animation, Comedy, Sci-Fi",8,12258,2000
tt0772145,"Wolverine and the X-Men","Action, Adventure, Animation",8,12250,2008
tt4855114,"Good Behavior","Crime, Drama, Mystery",8,12110,2016
tt0081874,"The Hitch Hiker's Guide to the Galaxy","Adventure, Comedy, Sci-Fi",8,11897,1981
tt5332732,Shahrzad,"Drama, History, Romance",8,11805,2015
tt15392100,"The Billion Dollar Code","Biography, Crime, Drama",8,11787,2021
tt1778108,"The Hour",Drama,8,11760,2011
tt0197182,"Third Watch","Action, Crime, Drama",8,11710,1999
tt0077097,"WKRP in Cincinnati",Comedy,8,11569,1978
tt14599438,"Jeen-yuhs: A Kanye Trilogy","Documentary, Music",8,11466,2022
tt1843678,"Scott & Bailey","Crime, Drama, Mystery",8,11405,2011
tt12392496,Undekhi,Crime,8,11030,2020
tt19072562,"Kaala Paani","Drama, Thriller",8,10701,2023
tt28804856,"Scam 2003 - The Telgi Story","Biography, Crime, Drama",8,10472,2023
tt0118475,Spawn,"Action, Adventure, Animation",8,10392,1997
tt6905756,"Pagan Peak","Crime, Drama, Mystery",8,10369,2018
tt27411674,"Shekhar Home","Crime, Drama",8,10352,2024
tt9022422,"The Tattooist of Auschwitz","Drama, History, Romance",8,10293,2024
tt6554240,Heels,"Drama, Sport",8,10274,2021
tt8005374,Explained,Documentary,8,10076,2018
tt9140560,WandaVision,"Action, Comedy, Drama",7.9,382729,2021
tt2741602,"The Blacklist","Crime, Drama, Mystery",7.9,284209,2013
tt0844441,"True Blood","Drama, Fantasy, Mystery",7.9,263136,2008
tt2357547,"Jessica Jones","Action, Crime, Drama",7.9,229848,2015
tt2261227,"Altered Carbon","Action, Adventure, Drama",7.9,192428,2018
tt0098800,"The Fresh Prince of Bel-Air",Comedy,7.9,147019,1990
tt6048596,"The Sinner","Crime, Drama, Mystery",7.9,142590,2017
tt1830617,Grimm,"Crime, Drama, Fantasy",7.9,133262,2011
tt2191671,Elementary,"Crime, Drama, Mystery",7.9,120944,2012
tt15567174,"The Fall of the House of Usher","Drama, Horror, Mystery",7.9,119126,2023
tt0439100,Weeds,"Comedy, Crime, Drama",7.9,118573,2005
tt1740299,"The Man in the High Castle","Drama, Sci-Fi, Thriller",7.9,113726,2015
tt11743610,"The Terminal List","Action, Drama, Thriller",7.9,111164,2022
tt8064302,"Dead to Me","Comedy, Crime, Drama",7.9,102580,2019
tt1199099,Merlin,"Adventure, Drama, Fantasy",7.9,88707,2008
tt5016504,Preacher,"Action, Adventure, Comedy",7.9,83332,2016
tt2094262,"Da Vinci's Demons","Adventure, Biography, Drama",7.9,79735,2013
tt0112178,"Star Trek: Voyager","Action, Adventure, Drama",7.9,79081,1995
tt0162065,Angel,"Action, Adventure, Drama",7.9,77009,1999
tt4477976,Superstore,Comedy,7.9,72761,2015
tt0108757,ER,"Drama, Romance",7.9,69335,1994
tt3566726,"Jane the Virgin",Comedy,7.9,60764,2014
tt0805663,Jericho,"Action, Drama, Mystery",7.9,59378,2006
tt0796264,Eureka,"Adventure, Comedy, Drama",7.9,59340,2006
tt2708480,"The Terror","Adventure, Drama, Horror",7.9,55252,2018
tt1103987,Leverage,"Crime, Mystery, Thriller",7.9,54924,2008
tt0115157,"Dexter's Laboratory","Adventure, Animation, Comedy",7.9,54861,1996
tt1582457,"The Borgias","Crime, Drama, History",7.9,54564,2011
tt2654580,"Almost Human","Action, Crime, Drama",7.9,52524,2013
tt5952634,"The Spy","Biography, Drama, History",7.9,51054,2019
tt7235466,9-1-1,"Action, Drama, Thriller",7.9,51011,2018
tt3865236,"Into the Badlands","Action, Adventure, Drama",7.9,50511,2015
tt2699110,"The Affair",Drama,7.9,49877,2014
tt4122068,Humans,"Drama, Sci-Fi",7.9,43297,2015
tt0063950,"Scooby Doo, Where Are You!","Adventure, Animation, Comedy",7.9,43064,1969
tt0118401,"Midsomer Murders","Crime, Drama, Mystery",7.9,40898,1997
tt4320258,"Resurrection: Ertugrul","Action, Adventure, Drama",7.9,40543,2014
tt0343314,"Teen Titans","Action, Adventure, Animation",7.9,39299,2003
tt2137109,"Masters of Sex","Drama, Romance",7.9,38926,2013
tt0131613,"Teenage Mutant Ninja Turtles","Action, Adventure, Animation",7.9,38499,1987
tt0480489,"Elfen Lied","Action, Animation, Drama",7.9,38044,2004
tt8543390,"Modern Love","Comedy, Drama, Romance",7.9,37480,2019
tt1255913,"Bored to Death","Comedy, Crime, Drama",7.9,34939,2009
tt1958961,Lilyhammer,"Comedy, Crime, Drama",7.9,32887,2012
tt8910922,"Solar Opposites","Adventure, Animation, Comedy",7.9,32378,2020
tt11379026,Ghosts,"Comedy, Fantasy",7.9,32366,2021
tt5368542,"The Exorcist","Drama, Horror, Mystery",7.9,32333,2016
tt14824792,Ted,Comedy,7.9,31556,2024
tt2262532,"The Fosters","Drama, Romance",7.9,31305,2013
tt1985443,"Hatfields & McCoys","Drama, History, Romance",7.9,29902,2012
tt1528406,"Fairy Tail","Action, Adventure, Animation",7.9,29177,2009
